,level_0,Unnamed: 0,index,time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward,model_name,index,p_hint,p_nothing,p_encourage,p_question,model_round
650,645,753,758,2020-12-05 23:39:16.537754+00:00,511,-1.0,-0.5,0,-0.6111111111111112,True,I am stuck,:),51,nothing,True,0.0,-1.0,0.3340000000000001,1.0,-0.9,0.1,model-12-05-2020-16:31:53-PST-24.meta,650,0.088,0.748,0.141,0.023,22
651,646,754,759,2020-12-05 23:40:38.303457+00:00,511,-1.0,-0.5,0,-0.6111111111111112,True,I don't get it,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,True,0.0,-1.0,-1.0,1.0,-0.4,0.1,model-12-05-2020-16:31:53-PST-24.meta,651,0.264,0.501,0.103,0.132,22
652,334,442,760,2020-12-05 23:53:30.816558+00:00,338,-1.0,0.5,1,-0.16666666666666666,True,Can you wait for me Silly?,You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,-0.3333333333333333,-0.64,-1.0,-0.03507275024388678,-1.0,1.097,model-12-05-2020-16:31:53-PST-24.meta,652,0.436,0.045,0.01,0.509,22
653,517,625,761,2020-12-06 00:24:59.252871+00:00,417,1.0,1.0,0,-0.9444444444444444,True,"To find out the answer, do I have to times 3 by 5 and then that answer by 6?","You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-12-05-2020-16:31:53-PST-24.meta,653,0.809,0.005,0.009,0.177,22
654,518,626,762,2020-12-06 00:25:28.158502+00:00,417,1.0,1.0,0,-0.9444444444444444,True,that didn't help me,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-0.14200000000000002,1.0,-1.0,0.01,model-12-05-2020-16:31:53-PST-24.meta,654,0.87,0.021,0.019,0.09,22
655,519,627,763,2020-12-06 00:25:48.769820+00:00,417,1.0,1.0,0,-0.9444444444444444,True,i know,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-1.0,-0.029000000000000005,model-12-05-2020-16:31:53-PST-24.meta,655,0.809,0.005,0.009,0.177,22
656,661,769,764,2020-12-06 19:07:23.831858+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,ok,Hm... let's keep thinking!,88,question,True,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.1,model-12-06-2020-18:11:59-PST-26.meta,656,0.08,0.008,0.0,0.912,23
657,662,770,765,2020-12-06 19:10:07.404479+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,I don't know this peutions answer,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,True,0.0,-1.0,-1.0,1.0,-0.9,0.1,model-12-06-2020-18:11:59-PST-26.meta,657,0.469,0.135,0.035,0.361,23
658,663,771,766,2020-12-06 19:11:50.290771+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,can you hlp me,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,-1.0,-1.0,-0.03507275024388678,-0.6,0.0,model-12-06-2020-18:11:59-PST-26.meta,658,0.545,0.115,0.015,0.325,23
659,664,772,771,2020-12-06 19:14:43.765074+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,HELP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.1,0.0,model-12-06-2020-18:11:59-PST-26.meta,659,0.223,0.477,0.247,0.053,23
660,665,773,772,2020-12-06 19:15:06.305462+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,I don't get it,:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.1,0.0,model-12-06-2020-18:11:59-PST-26.meta,660,0.223,0.477,0.247,0.053,23
661,666,774,767,2020-12-06 19:15:14.996624+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,:),Try thinking about the concept of volume to solve this problem.,64,question,,0.0,1.0,-1.0,-1.0,-0.1,0.0,model-12-06-2020-18:11:59-PST-26.meta,661,0.088,0.018,0.001,0.893,23
662,667,775,773,2020-12-06 19:15:21.440769+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,:(,:),51,nothing,,0.0,-1.0,1.0,-1.0,-0.1,0.0,model-12-06-2020-18:11:59-PST-26.meta,662,0.085,0.38,0.528,0.007,23
663,668,776,768,2020-12-06 19:15:31.717896+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,T_T,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-1.0,-0.1,0.01,model-12-06-2020-18:11:59-PST-26.meta,663,0.619,0.115,0.028,0.238,23
664,669,777,769,2020-12-06 19:17:59.714326+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,help me plz,This problem doesn’t stand a chance against us!,87,encourage,,0.0,0.6000000000000001,-1.0,1.0,1.9,0.0,model-12-06-2020-18:11:59-PST-26.meta,664,0.006,0.272,0.719,0.003,23
665,670,778,770,2020-12-06 19:18:48.860352+00:00,519,-1.0,-0.25,1,-0.05555555555555555,False,it stands a chance against me,:),51,nothing,,0.0,-0.3340000000000001,-1.0,-0.03887937280237075,1.9,-8.0,model-12-06-2020-18:11:59-PST-26.meta,665,0.006,0.216,0.777,0.001,23
666,671,779,776,2020-12-06 20:09:13.801763+00:00,521,0.0,1.0,0,-0.3333333333333333,True,I think it's 18 chocolates.,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.025070957037865216,-1.0,0.01,model-12-06-2020-18:11:59-PST-26.meta,666,0.506,0.011,0.001,0.482,23
667,672,780,777,2020-12-06 20:11:32.600429+00:00,521,0.0,1.0,0,-0.3333333333333333,True,H,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,-1.0,-1.0,-0.3632646314350744,-0.9,0.0,model-12-06-2020-18:11:59-PST-26.meta,667,0.573,0.006,0.003,0.418,23
668,673,781,778,2020-12-06 20:12:09.634214+00:00,521,0.0,1.0,0,-0.3333333333333333,True,"They said each chocolate is 2 units, right?",Try thinking about the concept of volume to solve this problem.,64,question,,0.0,-1.0,-1.0,-0.05854288051899259,-0.9,0.0,model-12-06-2020-18:11:59-PST-26.meta,668,0.594,0.022,0.003,0.381,23
669,674,782,779,2020-12-06 20:12:58.553314+00:00,521,0.0,1.0,0,-0.3333333333333333,True,Can we?,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",39,hint,,0.6666666666666666,-1.0,-1.0,-0.03161267732426565,-1.0,0.01,model-12-06-2020-18:11:59-PST-26.meta,669,0.595,0.024,0.004,0.377,23
670,675,783,774,2020-12-06 20:13:14.017816+00:00,521,0.0,1.0,0,-0.3333333333333333,True,Smaller!,"Because 180 is smaller than 200, you should be safe to board the boat with the chocolates.",36,hint,,0.6666666666666666,-1.0,-1.0,-0.20563250907381925,-1.0,-0.029000000000000005,model-12-06-2020-18:11:59-PST-26.meta,670,0.578,0.014,0.004,0.404,23
671,676,784,775,2020-12-06 20:22:48.154200+00:00,525,1.0,-1.0,2,0.16666666666666666,True,i need help,Hm... let's keep thinking!,88,question,True,-1.0,0.46,-1.0,1.0,-0.7,0.1,model-12-06-2020-18:11:59-PST-26.meta,671,0.075,0.009,0.001,0.915,23
672,677,785,780,2020-12-06 20:23:05.110064+00:00,525,1.0,-1.0,2,0.16666666666666666,True,im trying,Hm... let's keep thinking!,88,question,True,-1.0,-1.0,-1.0,-0.06435512217530802,-0.7,0.1,model-12-06-2020-18:11:59-PST-26.meta,672,0.339,0.019,0.002,0.64,23
673,678,786,781,2020-12-06 20:23:28.817220+00:00,525,1.0,-1.0,2,0.16666666666666666,True,i need a hint,Hm... let's keep thinking!,88,question,,-1.0,-1.0,-1.0,1.0,-0.7,0.0,model-12-06-2020-18:11:59-PST-26.meta,673,0.337,0.032,0.008,0.623,23
674,679,787,782,2020-12-06 20:31:42.124379+00:00,525,1.0,-1.0,2,0.16666666666666666,True,i dont know,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,1.0,0.1,1.9969999999999999,model-12-06-2020-18:11:59-PST-26.meta,674,0.474,0.074,0.062,0.39,23
675,642,750,784,2020-12-06 21:56:28.272340+00:00,510,-1.0,1.0,0,-0.2777777777777778,True,I don't see the choclate,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,1.0,-1.0,0.11,model-12-06-2020-18:11:59-PST-26.meta,675,0.635,0.084,0.043,0.238,23
676,643,751,783,2020-12-06 21:57:18.325287+00:00,510,-1.0,1.0,0,-0.2777777777777778,True,Ohhh. i closed the extention i had,:),51,nothing,True,-0.6666666666666666,-1.0,-1.0,-0.03631975872291016,-1.0,0.1,model-12-06-2020-18:11:59-PST-26.meta,676,0.609,0.048,0.012,0.331,23
677,644,752,785,2020-12-06 21:57:37.192874+00:00,510,-1.0,1.0,0,-0.2777777777777778,True,do you like among us?,You can move your mouse close to the box to turn it into a chocolate!,37,hint,,-0.6666666666666666,-0.23,-1.0,1.0,-1.0,-0.016,model-12-06-2020-18:11:59-PST-26.meta,677,0.379,0.046,0.009,0.566,23
678,680,788,786,2020-12-06 22:40:48.004081+00:00,528,-1.0,-0.5,6,-0.6111111111111112,True,Ok,Hm... let's keep thinking!,88,question,True,-0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.9,6.1,model-12-06-2020-18:11:59-PST-26.meta,678,0.103,0.011,0.003,0.883,23
679,707,815,787,2020-12-07 00:35:36.322727+00:00,533,-1.0,0.0,0,-0.3333333333333333,True,I'm stuck,:),51,nothing,True,-1.0,-1.0,0.3340000000000001,1.0,-0.8,0.1,model-12-06-2020-18:11:59-PST-26.meta,679,0.183,0.35,0.448,0.019,23
680,708,816,788,2020-12-07 00:36:43.182977+00:00,533,-1.0,0.0,0,-0.3333333333333333,True,I don't get it,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,1.0,-0.8,-0.0030000000000000014,model-12-06-2020-18:11:59-PST-26.meta,680,0.509,0.189,0.05,0.252,23
681,687,795,795,2020-12-07 00:48:20.433335+00:00,532,0.0,0.0,0,-0.3333333333333333,True,"Um, can i ask you a question?",You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.03507275024388678,-1.0,0.01,model-12-06-2020-18:11:59-PST-26.meta,681,0.459,0.015,0.001,0.525,23
682,688,796,789,2020-12-07 00:48:29.257407+00:00,532,0.0,0.0,0,-0.3333333333333333,True,no thx,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,0.06400000000000006,-0.06400000000000006,-0.06320011146530125,-1.0,0.11,model-12-06-2020-18:11:59-PST-26.meta,682,0.179,0.014,0.003,0.804,23
683,689,797,796,2020-12-07 00:49:01.081212+00:00,532,0.0,0.0,0,-0.3333333333333333,True,Help me please,Hm... let's keep thinking!,88,question,,-1.0,0.6659999999999999,-1.0,1.0,-1.0,0.0,model-12-06-2020-18:11:59-PST-26.meta,683,0.083,0.005,0.0,0.912,23
684,690,798,797,2020-12-07 00:49:14.074037+00:00,532,0.0,0.0,0,-0.3333333333333333,True,Huh alright.,Hm... let's keep thinking!,88,question,,-1.0,0.3340000000000001,-1.0,-0.2093969856684066,-1.0,0.0,model-12-06-2020-18:11:59-PST-26.meta,684,0.121,0.007,0.002,0.87,23
685,691,799,790,2020-12-07 00:49:30.570024+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I need help right now!,Hm... let's keep thinking!,88,question,True,-1.0,-0.0020000000000000018,-1.0,1.0,-1.0,0.1,model-12-06-2020-18:11:59-PST-26.meta,685,0.166,0.009,0.003,0.822,23
686,692,800,798,2020-12-07 00:49:48.593020+00:00,532,0.0,0.0,0,-0.3333333333333333,True,i need help,Hm... let's keep thinking!,88,question,,-1.0,0.46,-1.0,1.0,-1.0,0.0,model-12-06-2020-18:11:59-PST-26.meta,686,0.103,0.008,0.003,0.886,23
687,693,801,791,2020-12-07 00:50:07.863466+00:00,532,0.0,0.0,0,-0.3333333333333333,True,STOP!!! I need help,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,,-1.0,-0.28,0.014000000000000012,1.0,-1.0,0.01,model-12-06-2020-18:11:59-PST-26.meta,687,0.39,0.066,0.024,0.52,23
688,694,802,792,2020-12-07 00:50:43.785446+00:00,532,0.0,0.0,0,-0.3333333333333333,True,tysm,You can move your mouse close to the box to turn it into a chocolate!,37,hint,,-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,0.01,model-12-06-2020-18:11:59-PST-26.meta,688,0.383,0.007,0.0,0.61,23
689,695,803,799,2020-12-07 00:51:51.400318+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I NEED HELP PLEASE,Hm... let's keep thinking!,88,question,True,-0.6666666666666666,0.6659999999999999,-1.0,1.0,-0.9,0.1,model-12-06-2020-18:11:59-PST-26.meta,689,0.083,0.005,0.0,0.912,23
690,696,804,800,2020-12-07 00:52:00.739006+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I need help,Move your mouse along the width to count how many chocolates would fit along the width.,19,hint,True,-0.6666666666666666,0.46,-1.0,1.0,-0.9,0.11,model-12-06-2020-18:11:59-PST-26.meta,690,0.106,0.006,0.002,0.886,23
691,697,805,801,2020-12-07 00:52:16.533859+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I need help,"By sliding the chocolate along the width of the box and using the chocolate as a reference, you will find that the width fits 5 chocolates.",20,hint,,-0.6666666666666666,0.46,-1.0,1.0,-0.9,0.01,model-12-06-2020-18:11:59-PST-26.meta,691,0.106,0.006,0.002,0.886,23
692,698,806,802,2020-12-07 00:54:10.982511+00:00,532,0.0,0.0,0,-0.3333333333333333,True,i need help,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,0.46,-1.0,1.0,-0.7,0.1,model-12-06-2020-18:11:59-PST-26.meta,692,0.117,0.004,0.001,0.878,23
693,699,807,803,2020-12-07 00:54:19.686430+00:00,532,0.0,0.0,0,-0.3333333333333333,True,i need help,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,0.46,-1.0,1.0,-0.7,0.1,model-12-06-2020-18:11:59-PST-26.meta,693,0.117,0.004,0.001,0.878,23
694,700,808,804,2020-12-07 00:54:33.032082+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I NEED HELP NOW!!!,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,0.2819999999999998,-1.0,1.0,-0.7,0.0,model-12-06-2020-18:11:59-PST-26.meta,694,0.143,0.016,0.001,0.84,23
695,701,809,793,2020-12-07 00:54:47.655080+00:00,532,0.0,0.0,0,-0.3333333333333333,True,ugh just help!,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,-0.20400000000000007,-0.08999999999999997,1.0,-0.7,0.1,model-12-06-2020-18:11:59-PST-26.meta,695,0.444,0.086,0.042,0.428,23
696,702,810,794,2020-12-07 00:55:42.732402+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I need MORE information now please?,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,-0.10799999999999997,-1.0,-0.03631975872291016,-0.5,0.0,model-12-06-2020-18:11:59-PST-26.meta,696,0.243,0.009,0.004,0.744,23
697,703,811,805,2020-12-07 00:56:34.034968+00:00,532,0.0,0.0,0,-0.3333333333333333,True,Help me,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,0.46,-1.0,1.0,-0.3,0.0,model-12-06-2020-18:11:59-PST-26.meta,697,0.142,0.02,0.003,0.835,23
698,704,812,808,2020-12-07 00:59:54.047389+00:00,532,0.0,0.0,0,-0.3333333333333333,True,help,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",69,question,,0.3333333333333333,1.0,-1.0,1.0,-0.7,0.0,model-12-06-2020-18:11:59-PST-26.meta,698,0.061,0.008,0.001,0.93,23
699,705,813,806,2020-12-07 01:02:23.865981+00:00,532,0.0,0.0,0,-0.3333333333333333,True,I don't know this question.,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,1.0,-0.7,0.01,model-12-06-2020-18:11:59-PST-26.meta,699,0.612,0.053,0.012,0.323,23
700,706,814,807,2020-12-07 01:03:44.690105+00:00,532,0.0,0.0,0,-0.3333333333333333,True,Help,Hm... let's keep thinking!,88,question,,0.6666666666666666,1.0,-1.0,1.0,-1.0,-0.091,model-12-06-2020-18:11:59-PST-26.meta,700,0.067,0.008,0.0,0.925,23
701,709,817,809,2020-12-07 21:31:54.572321+00:00,536,-1.0,-0.5,5,-0.3333333333333333,True,noo,Hm... let's keep thinking!,88,question,True,-0.3333333333333333,-1.0,-1.0,-0.3948032652167405,-1.0,0.1,model-12-07-2020-20:03:20-PST-26.meta,701,0.472,0.029,0.0,0.499,23
702,710,818,810,2020-12-07 21:34:33.812326+00:00,536,-1.0,-0.5,5,-0.3333333333333333,True,i need  help,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,0.46,-1.0,1.0,-0.4,0.1,model-12-07-2020-20:03:20-PST-26.meta,702,0.167,0.123,0.023,0.687,23
703,711,819,811,2020-12-07 21:36:46.223067+00:00,536,-1.0,-0.5,5,-0.3333333333333333,True,help,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,1.0,0.0,0.01,model-12-07-2020-20:03:20-PST-26.meta,703,0.119,0.16,0.042,0.679,23
704,712,820,812,2020-12-07 21:38:02.665966+00:00,536,-1.0,-0.5,5,-0.3333333333333333,True,help  help,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,1.0,-1.0,1.0,0.2,4.987,model-12-07-2020-20:03:20-PST-26.meta,704,0.119,0.295,0.069,0.517,23
705,713,821,813,2020-12-08 03:26:03.966945+00:00,537,0.0,-0.25,2,-0.2777777777777778,True,help,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,1.0,-1.0,1.0,-0.9,2.1,model-12-07-2020-20:03:20-PST-26.meta,705,0.056,0.005,0.002,0.937,23
706,714,822,814,2020-12-08 03:50:57.571319+00:00,539,0.0,0.0,4,-0.4444444444444444,True,help,Hm... let's keep thinking!,88,question,True,-1.0,1.0,-1.0,1.0,-1.0,0.1,model-12-07-2020-20:03:20-PST-26.meta,706,0.057,0.007,0.002,0.934,23
707,715,823,815,2020-12-08 03:51:21.618618+00:00,539,0.0,0.0,4,-0.4444444444444444,True,help!!!!!!!!!!!!!!!!!!!!!!,:),51,nothing,,-1.0,-1.0,-1.0,1.0,-1.0,0.0,model-12-07-2020-20:03:20-PST-26.meta,707,0.506,0.036,0.009,0.449,23
708,716,824,816,2020-12-08 03:51:39.368160+00:00,539,0.0,0.0,4,-0.4444444444444444,True,Help!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,1.0,-1.0,0.11,model-12-07-2020-20:03:20-PST-26.meta,708,0.506,0.036,0.009,0.449,23
709,717,825,817,2020-12-08 03:54:52.201242+00:00,539,0.0,0.0,4,-0.4444444444444444,True,Help!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,-1.0,-1.0,1.0,-0.6,4.087,model-12-07-2020-20:03:20-PST-26.meta,709,0.643,0.061,0.014,0.282,23
710,741,849,820,2020-12-08 18:44:39.655210+00:00,548,0.0,1.0,0,0.6111111111111112,True,GG,Hm... let's keep thinking!,88,question,True,-1.0,1.0,-1.0,-0.4273941207044824,-1.0,0.1,model-12-08-2020-17:29:38-PST-28.meta,710,0.085,0.008,0.0,0.907,24
711,742,850,818,2020-12-08 18:45:38.368084+00:00,548,0.0,1.0,0,0.6111111111111112,True,How many chocolates fit in the box,Hm... let's keep thinking!,88,question,,-1.0,-0.412,-1.0,1.0,-0.9,0.0,model-12-08-2020-17:29:38-PST-28.meta,711,0.17,0.025,0.002,0.803,24
712,743,851,819,2020-12-08 18:46:09.900673+00:00,548,0.0,1.0,0,0.6111111111111112,True,how tall is a chocolate,Hm... let's keep thinking!,88,question,,-1.0,-1.0,-1.0,1.0,-0.8,0.0,model-12-08-2020-17:29:38-PST-28.meta,712,0.319,0.071,0.017,0.593,24
713,744,852,821,2020-12-08 18:47:48.087030+00:00,548,0.0,1.0,0,0.6111111111111112,True,useless,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,-1.0,-1.0,1.0,-0.1962802111759888,-0.6,0.0,model-12-08-2020-17:29:38-PST-28.meta,713,0.23,0.14,0.603,0.027,24
714,745,853,822,2020-12-08 18:48:03.514895+00:00,548,0.0,1.0,0,0.6111111111111112,True,not helping,"If we put our minds together, we can figure this problem out!",77,encourage,,-1.0,-1.0,0.30800000000000005,-0.03717256867233476,-0.6,0.0,model-12-08-2020-17:29:38-PST-28.meta,714,0.493,0.145,0.189,0.173,24
715,746,854,823,2020-12-08 18:48:16.895153+00:00,548,0.0,1.0,0,0.6111111111111112,True,i am tired noe,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,0.18400000000000016,-0.03631975872291016,-0.6,0.01,model-12-08-2020-17:29:38-PST-28.meta,715,0.516,0.137,0.142,0.205,24
716,747,855,825,2020-12-08 18:50:42.024306+00:00,548,0.0,1.0,0,0.6111111111111112,True,you cont help,Hm... let's keep thinking!,88,question,,-0.3333333333333333,0.1479999999999999,-1.0,1.0,-0.6,0.0,model-12-08-2020-17:29:38-PST-28.meta,716,0.126,0.032,0.001,0.841,24
717,748,856,824,2020-12-08 18:50:58.191694+00:00,548,0.0,1.0,0,0.6111111111111112,True,alon,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,-0.5104682593135064,-0.5,-0.016,model-12-08-2020-17:29:38-PST-28.meta,717,0.36,0.028,0.002,0.61,24
718,740,848,826,2020-12-08 20:15:44.669022+00:00,547,1.0,1.0,0,1.0,True,help,Hm... let's keep thinking!,88,question,True,-0.3333333333333333,1.0,-1.0,1.0,-0.7,0.1,model-12-08-2020-19:39:37-PST-29.meta,718,0.061,0.014,0.002,0.923,25
719,760,868,827,2020-12-08 20:33:49.677526+00:00,552,-1.0,0.25,3,-0.3888888888888889,True,I don't know.  I think I want your help.,:),51,nothing,True,0.0,-0.31799999999999995,-0.6920000000000001,1.0,-1.0,3.1,model-12-08-2020-19:39:37-PST-29.meta,719,0.428,0.236,0.013,0.323,25
720,721,829,828,2020-12-08 22:09:14.175493+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,can u help,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,0.46,-1.0,1.0,-0.9,0.0,model-12-08-2020-20:44:26-PST-29.meta,720,0.121,0.038,0.001,0.84,25
721,722,830,829,2020-12-08 22:09:57.756471+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,what is volume,Try thinking about the concept of volume to solve this problem.,64,question,,0.0,-1.0,-1.0,1.0,-0.9,0.0,model-12-08-2020-20:44:26-PST-29.meta,721,0.375,0.107,0.002,0.516,25
722,723,831,832,2020-12-08 22:12:41.494220+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,HOW TO CALCULATE VOLUME,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-0.6,0.01,model-12-08-2020-20:44:26-PST-29.meta,722,0.391,0.159,0.017,0.433,25
723,724,832,833,2020-12-08 22:14:53.163771+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,YES,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,1.0,-1.0,-0.08166111629240858,-0.5,0.0,model-12-08-2020-20:44:26-PST-29.meta,723,0.085,0.014,0.001,0.9,25
724,725,833,830,2020-12-08 22:17:15.345670+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,yes,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,1.0,-1.0,-0.08166111629240858,-0.5,0.0,model-12-08-2020-20:44:26-PST-29.meta,724,0.085,0.014,0.001,0.9,25
725,726,834,831,2020-12-08 22:19:27.309180+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,yes,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,1.0,-1.0,-0.08166111629240858,-0.4,0.0,model-12-08-2020-20:44:26-PST-29.meta,725,0.085,0.014,0.001,0.9,25
726,727,835,834,2020-12-08 22:19:55.411660+00:00,542,0.0,-0.5,5,-0.4444444444444444,True,its not helpful,:),51,nothing,,0.0,-1.0,0.07599999999999985,1.0,-0.4,4.987,model-12-08-2020-20:44:26-PST-29.meta,726,0.322,0.501,0.093,0.084,25
727,728,836,835,2020-12-08 22:23:32.546065+00:00,543,-1.0,-0.25,4,-0.2222222222222222,True,you are the best,Hm... let's keep thinking!,88,question,True,-0.6666666666666666,0.16599999999999993,-1.0,-0.03507275024388678,-1.0,0.1,model-12-08-2020-20:44:26-PST-29.meta,727,0.216,0.061,0.001,0.722,25
728,729,837,837,2020-12-08 22:23:53.289964+00:00,543,-1.0,-0.25,4,-0.2222222222222222,True,i dont know,You can move your mouse close to the box to turn it into a chocolate!,37,hint,,-0.6666666666666666,-1.0,-1.0,1.0,-1.0,0.01,model-12-08-2020-20:44:26-PST-29.meta,728,0.395,0.282,0.012,0.311,25
729,730,838,838,2020-12-08 22:26:02.277379+00:00,543,-1.0,-0.25,4,-0.2222222222222222,True,help ,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",69,question,True,0.3333333333333333,1.0,-1.0,1.0,-1.0,0.1,model-12-08-2020-20:44:26-PST-29.meta,729,0.142,0.043,0.004,0.811,25
730,731,839,836,2020-12-08 22:26:49.558601+00:00,543,-1.0,-0.25,4,-0.2222222222222222,True,what is 90 ties 2,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,1.0,-1.0,3.984,model-12-08-2020-20:44:26-PST-29.meta,730,0.42,0.26,0.01,0.31,25
731,732,840,839,2020-12-08 22:44:33.519146+00:00,544,-1.0,-0.5,0,-0.7222222222222222,True,do i use division?,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",69,question,,0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.0,model-12-08-2020-20:44:26-PST-29.meta,731,0.469,0.244,0.007,0.28,25
